ID,Maker,Genmodel,Genmodel_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,repair_date,value
43560,Ford,Kuga,29_25,2018,3,Blue,2012.0,SUV,36121,2.0L,Manual,Diesel,9199.0,5.0,5.0,Sensor Malfunction,0,27,2018-03-27,1,519.95,3.0,2018-03-27,8.731.125.594.937.370
31008,Bentley,Continental,10_5,202,2,Grey,2019.0,Coupe,4452,6.0L,Automatic,Petrol,160000.0,4.0,2.0,Flat Tyres,0,6,2020-02-06,3,108.0,3.0,2020-02-06,15.200.821.462.863.800
4149,Ford,Galaxy,29_19,2018,3,Blue,2014.0,Estate,2014,2.0L,Automatic,Diesel,17000.0,7.0,0.0,Brake Pads Worn,0,8,2018-03-08,1,48.5,2.0,2018-03-08,16.149.356.396.322.500
4764,Ford,Focus,29_14,2018,4,Gelb,2007.0,Hatchback,55000,1.8L,Manual,Petrol,2975.0,5.0,5.0,Flat Tyres,0,7,2018-04-07,1,208.925,1.0,2018-04-07,28.301.058.997.792.800
36518,Ford,Fiesta,29_13,2018,7,Silver,2008.0,Hatchback,83500,1.4L,Manual,Petrol,1745.0,5.0,5.0,Transmission Issue,1,23,2018-07-23,1,85.235,4.0,2018-07-24,16.600.841.277.715.500
27869,Fiat,Punto,28_19,2018,5,Blue,2001.0,Hatchback,55000,1.2L,Manual,Petrol,895.0,5.0,3.0,Brake Pads Worn,0,14,2018-05-14,1,404.475,2.0,2018-05-14,8.465.064.293.011.560
3720,Fiat,Tipo,28_28,2018,7,Black,2017.0,Hatchback,10000,1.4L,Manual,Petrol,8995.0,5.0,5.0,Brake Pads Worn,0,7,2018-07-07,1,-444.975,2.0,2018-07-07,8.540.734.893.104.920
46602,Citroen,C3 Pluriel,18_11,2018,5,Silver,2003.0,Convertible,58000,1.4L,Manual,Petrol,995.0,4.0,2.0,Electrical Issue,4,24,2018-05-24,2,-82.985,4.0,2018-05-25,9.423.018.224.460.950
11426,Citroen,C3,18_8,2018,8,Grey,2011.0,Hatchback,55546,1.4L,Manual,Diesel,4500.0,5.0,5.0,Steering Wheel Shaking,0,21,2018-08-21,2,-1.464.712.740.142.450,2.0,2018-08-21,4.270.601.030.523.640
18115,Citroen,C4,18_12,2018,4,Grey,2013.0,Hatchback,56196,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,5799.0,5.0,5.0,Gear Box Issue,0,15,2018-04-15,2,137.99,4.0,2018-04-16,5.508.855.439.241.850
15123,Ford,Fiesta,29_13,2018,8,Blue,2018.0,Hatchback,6700,1.0L,Manual,Petrol,13990.0,5.0,5.0,Engine Issue,1,28,2018-08-28,1,2958.0,8.0,2018-08-30,13.299.077.767.551.300
52440,Ford,Kuga,29_25,2018,3,Silver,2017.0,SUV,9691,2.0L,Manual,Diesel,17250.0,5.0,5.0,Starter Motor Issue,0,20,2018-03-20,1,232.5,3.0,2018-03-20,16.381.639.466.728.300
9481,Ford,Galaxy,29_19,2018,4,Silver,2011.0,MPV,113000,2.0L,Automatic,still_Diesel_but_you_found_an_easteregg,6200.0,7.0,5.0,Radiator Leaking,0,10,2018-04-10,1,164.0,2.0,2018-04-10,5.890.311.167.571.200
4577,Fiat,500,28_2,2017,11,Red,2013.0,Hatchback,32000,1.2L,Manual,Petrol,6000.0,4.0,3.0,Sensor Malfunction,0,28,2017-11-28,1,360.0,3.0,2017-11-28,5.694.622.959.799.190
32354,Ford,Mondeo,29_27,2018,5,White,2014.0,Estate,70449,2.0L,Automatic,Diesel,8349.0,5.0,5.0,Excessive Emissions,0,24,2018-05-24,1,275.141,1.0,2018-05-24,7.936.630.607.429.140
2074,Ford,Focus,29_14,2018,8,Brown,2011.0,Hatchback,88692,1.6L,Manual,Petrol,5495.0,5.0,5.0,Excessive Emissions,0,19,2018-08-19,1,249.455,1.0,2018-08-19,5.220.209.471.204.710
28537,Ford,Focus,29_14,2018,6,Black,2014.0,Hatchback,67403,1.6L,Manual,Diesel,7299.0,5.0,5.0,Alternator Failing,0,19,2018-06-19,1,185.98,2.0,2018-06-19,6.926.905.879.662.040
44206,Fiat,Grande Punto,28_15,2018,4,Red,2009.0,Hatchback,101567,1.4L,Manual,Petrol,1790.0,5.0,5.0,Starter Motor Issue,0,23,2018-04-23,1,27.082.824.804.019.800,26.102.212.894.603.200,2018-04-28,16.971.140.310.848.800
51960,Citroen,C4 Cactus,18_13,2018,3,Purple,2015.0,Hatchback,38302,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,8300.0,5.0,5.0,Radiator Leaking,0,28,2018-03-28,2,246.0,4.0,2018-03-29,7.876.740.067.429.190
14225,Ford,Mondeo,29_27,2018,8,Blue,2008.0,Hatchback,78652,2.0L,Manual,Diesel,3995.0,5.0,5.0,Electrical Issue,4,16,2018-08-16,1,51.985,2.0,2018-08-16,3.782.706.287.627.820
16034,Ford,Galaxy,29_19,2018,4,Grey,2011.0,MPV,15402,2.0L,Automatic,Diesel,13340.0,7.0,5.0,Warning Light,0,20,2018-04-20,1,313.4,9.0,2018-04-22,1.268.810.771.732.150
9444,Honda,CR-V,34_3,2018,8,Silver,2014.0,SUV,43000,1.6L,Manual,Diesel,13000.0,5.0,5.0,Starter Motor Issue,0,14,2018-08-14,1,190.0,3.0,2018-08-14,12.345.783.335.795.100
50211,Ford,Fiesta,29_13,2018,8,Black,2017.0,Hatchback,8051,1.25L,Manual,Petrol,9000.0,5.0,5.0,Warning Light,0,17,2018-08-17,1,-270.0,9.0,2018-08-19,854.172.250.042.406
21018,Citroen,C3 Aircross,18_9,2018,7,Grey,2018.0,Hatchback,5,1.2L,Manual,Petrol,13495.0,5.0,5.0,Brake Pads Worn,0,27,2018-07-27,2,867.475,4.0,2018-07-28,12.809.110.197.829.400
9049,Ford,Focus,29_14,2018,4,Gelb,2015.0,Hatchback,44365,1.0L,Manual,Petrol,9490.0,5.0,5.0,Gear Box Issue,0,25,2018-04-25,1,134.9,2.0,2018-04-25,9.020.025.178.048.490
30255,Ford,Kuga,29_25,2018,5,Black,2011.0,SUV,60000,2.0L,Manual,Diesel,9000.0,5.0,5.0,Flat Tyres,0,26,2018-05-26,1,22.7,1.0,2018-05-26,855.282.402.093.111
52518,Honda,CR-V,34_3,2018,4,Gold,2018.0,SUV,10,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,22000.0,5.0,5.0,Brake Pads Worn,0,28,2018-04-28,1,51.0,2.0,2018-04-28,209.062.243.323.012
39569,Ford,Kuga,29_25,2018,4,Black,2012.0,SUV,23000,2.0L,Automatic,Diesel,13900.0,5.0,5.0,Brake Pads Worn,0,9,2018-04-09,1,46.95,2.0,2018-04-09,13.204.806.948.954.300
4928,Ford,Ka+,29_24,2018,8,Yellow,2017.0,Hatchback,9594,1.2L,Manual,Petrol,7490.0,5.0,5.0,Engine Issue,3,3,2018-08-03,1,989.0,12.0,2018-08-06,7.107.887.267.088.150
22677,Ford,Galaxy,29_19,2018,5,Gelb,2007.0,MPV,114000,2.0L,Manual,Diesel,3595.0,7.0,5.0,Windscreen Crack,0,14,2018-05-14,1,22.157,1.0,2018-05-14,3.422.305.459.522.470
15288,Ford,Mondeo,29_27,2018,6,Black,2011.0,Estate,65000,2.2L,Manual,Diesel,9290.0,5.0,5.0,Brake Pads Worn,0,4,2018-06-04,1,44.645,2.0,2018-06-04,8.828.085.952.450.930
33697,Ford,Fiesta,29_13,2018,8,Yellow,2016.0,Hatchback,12218,1.25L,Manual,Petrol,8400.0,5.0,5.0,Gear Box Issue,0,9,2018-08-09,1,124.0,2.0,2018-08-09,7.985.359.897.671.420
17358,Citroen,Grand C4 Picasso,18_24,2018,5,Red,2017.0,MPV,16766,2.0L,Automatic,Diesel,16527.0,5.0,5.0,Transmission Issue,2,3,2018-05-03,2,235.689,6.0,2018-05-04,15.706.323.693.167.400
33598,Ford,Galaxy,29_19,2018,4,Blue,2012.0,MPV,58377,1.6L,Manual,Diesel,10490.0,7.0,5.0,Flat Tyres,0,26,2018-04-26,1,23.147,1.0,2018-04-26,996.502.762.805.184
3967,Citroen,C4,18_12,2018,5,Silver,2013.0,Hatchback,53000,1.6L,Manual,Diesel,4990.0,5.0,0.0,Gear Box Issue,0,27,2018-05-27,2,129.9,4.0,2018-05-28,4.733.281.996.851.420
22268,Ford,Kuga,29_25,2018,4,Blue,2014.0,SUV,39963,2.0L,Manual,Diesel,13500.0,5.0,5.0,Excessive Emissions,0,22,2018-04-22,1,32.15,1.0,2018-04-22,12.833.280.300.533.400
2776,Ford,Focus,29_14,2018,8,Green,2010.0,Hatchback,74000,2.5L,Manual,Petrol,18750.0,4.0,3.0,Flat Tyres,0,14,2018-08-14,1,25.625,1.0,2018-08-14,17.815.718.128.276.900
27703,Ford,Fiesta,29_13,2018,8,Pink,2011.0,Hatchback,12580,1.4L,Automatic,Petrol,6725.0,5.0,5.0,Starter Motor Issue,0,20,2018-08-20,1,127.25,3.0,2018-08-20,6.384.737.638.917.690
5081,Ford,Focus,29_14,2021,6,Red,2019.0,Hatchback,9220,1.0L,Manual,Petrol,17790.0,5.0,5.0,Flat Tyres,0,15,2021-06-15,1,25.337,1.0,2021-06-15,16.892.849.398.399.200
34366,Ford,Fiesta,29_13,2018,8,Silver,2010.0,Hatchback,88000,1.4L,Manual,Diesel,1995.0,5.0,3.0,Gear Box Issue,0,26,2018-08-26,1,59.95,2.0,2018-08-26,18.899.209.479.317.000
2534,Citroen,C4,18_12,2018,5,White,2014.0,Hatchback,44600,1.6L,Manual,Diesel,6000.0,5.0,5.0,Radiator Leaking,0,24,2018-05-24,2,200.0,4.0,2018-05-25,5.703.592.907.992.230
26130,Fiat,Grande Punto,28_15,2018,7,Blue,2007.0,Hatchback,109924,1.2L,Manual,Petrol,1350.0,4.0,3.0,Excessive Emissions,0,5,2018-07-05,1,21.215,1.0,2018-07-05,12.815.138.396.380.600
7588,Ford,Galaxy,29_19,2018,8,Black,2013.0,MPV,243000,2.0L,Manual,Diesel,3650.0,7.0,5.0,Engine Issue,2,20,2018-08-20,1,867.5,16.0,2018-08-24,34.670.255.006.039.500
40164,Citroen,Berlingo Multispace,18_3,2018,8,Grey,2015.0,MPV,21535,1.6L,Automatic,Diesel,10495.0,5.0,5.0,Warning Light,0,1,2018-08-01,2,-464.95,18.0,2018-08-05,9.970.102.927.820.570
45373,Citroen,C3,18_8,2018,5,Blue,2017.0,Hatchback,16006,1.2L,Manual,Petrol,10500.0,5.0,5.0,Transmission Issue,1,8,2018-05-08,2,191.5,8.0,2018-05-10,9.982.462.436.855.350
28603,Ford,Ka+,29_24,2018,8,Red,2017.0,Hatchback,11570,1.2L,Manual,Petrol,9895.0,5.0,5.0,Flat Tyres,0,18,2018-08-18,1,229.685,1.0,2018-08-18,939.706.845.489.507
51188,Fiat,500,28_2,2018,7,White,2009.0,Hatchback,76000,1.4L,Manual,Petrol,3695.0,4.0,3.0,Excessive Emissions,0,12,2018-07-12,1,233.255,1.0,2018-07-12,3.515.599.317.478.970
7750,Ford,S-Max,29_31,2021,5,Black,2019.0,MPV,18479,2.0L,Automatic,Diesel,20995.0,7.0,5.0,Brake Pads Worn,0,14,2021-05-14,1,2.014.277.419.586.560,2.0,2021-05-14,1.995.392.104.623.190
40159,Citroen,C4,18_12,2018,4,Grey,2013.0,Hatchback,61357,1.6L,Manual,Petrol,5495.0,5.0,5.0,Steering Wheel Shaking,0,22,2018-04-22,2,-45.495,2.0,2018-04-22,521.194.359.231.906
11782,Ford,Focus,29_14,2018,7,Grey,2016.0,Hatchback,43327,1.0L,Manual,Petrol,9300.0,5.0,5.0,Engine Issue,1,21,2018-07-21,1,2020.0,8.0,2018-07-23,8.840.638.677.077.370
1126,Ford,Ranger,29_30,2018,5,Silver,2007.0,Pickup,125000,2.5L,Manual,still_Diesel_but_you_found_an_easteregg,3600.0,4.0,2.0,Brake Pads Worn,0,1,2018-05-01,1,-15.743.035.185.998.200,15.566.542.883.676.400,2018-05-09,3.421.444.407.257.130
21127,Ford,Focus,29_14,2021,5,Silver,2019.0,Hatchback,13297,1.0L,Manual,Petrol,16499.0,5.0,5.0,Flat Tyres,0,4,2021-05-04,1,249.497,1.0,2021-05-04,15.685.021.942.651.200
8273,Honda,Civic,34_2,2018,5,Black,2005.0,Hatchback,73000,2.0L,Manual,Petrol,6495.0,4.0,3.0,Brake Pads Worn,0,16,2018-05-16,1,432.475,2.0,2018-05-16,6.167.150.840.072.120
818,Fiat,500,28_2,2018,8,Grey,2014.0,Hatchback,27139,1.2L,Manual,Petrol,5511.0,4.0,3.0,Excessive Emissions,0,21,2018-08-21,1,249.599,1.0,2018-08-21,5.233.504.130.784.920
22946,Fiat,Punto Evo,28_20,2018,4,White,2010.0,Hatchback,61000,1.4L,Manual,Petrol,2499.0,4.0,3.0,Sensor Malfunction,0,24,2018-04-24,1,184.95,3.0,2018-04-24,2.378.528.672.722.220
41853,Fiat,Croma,28_11,2018,5,Grey,2006.0,Estate,66000,2.4L,Automatic,still_Diesel_but_you_found_an_easteregg,2999.0,18.0,0.0,Tyre Alignment,0,17,2018-05-17,1,10.2999,0.5,2018-05-17,2.851.058.203.728.330
32244,Citroen,C3,18_8,2018,7,Silver,2012.0,Hatchback,52810,1.4L,Manual,Petrol,4295.0,5.0,5.0,Tyre Alignment,0,26,2018-07-26,2,204.295,1.0,2018-07-26,4.091.421.255.441.880
13740,Fiat,Punto Evo,28_20,2018,8,Grey,2010.0,Hatchback,36000,1.4L,Automatic,Petrol,3689.0,4.0,5.0,Excessive Emissions,0,23,2018-08-23,1,233.201,1.0,2018-08-23,34.977.773.140.454.400
28079,Honda,Jazz,34_11,202,9,Silver,2019.0,Hatchback,3674,1.3L,Manual,Petrol,13495.0,5.0,5.0,Gear Box Issue,0,22,2020-09-22,1,174.95,2.0,2020-09-22,12.821.831.960.626.500
47141,Citroen,Grand C4 Picasso,18_24,2018,8,Blue,2010.0,MPV,84302,1.6L,Manual,Diesel,2750.0,7.0,5.0,Flat Tyres,0,13,2018-08-13,2,40.825,2.0,2018-08-13,2.608.910.466.964.170
41478,Citroen,C3,18_8,2021,5,Red,2019.0,Hatchback,13156,1.2L,Manual,Petrol,9299.0,5.0,5.0,Sensor Malfunction,0,27,2021-05-27,2,584.95,6.0,2021-05-28,883.643.952.657.607
22582,Honda,Jazz,34_11,2018,3,Blue,2009.0,Hatchback,82584,1.4L,Manual,Petrol,3290.0,5.0,5.0,Alternator Failing,0,24,2018-03-24,1,105.8,2.0,2018-03-24,31.330.994.689.905.900
11145,Ford,Focus,29_14,2018,5,Gelb,2006.0,Hatchback,132000,1.6L,Manual,Petrol,790.0,5.0,5.0,Excessive Emissions,0,1,2018-05-01,1,8.592.241.768.614.720,1.0,2018-05-01,7.504.870.069.124.560
19374,Citroen,C3,18_8,2018,5,Orange,2017.0,Hatchback,19432,1.2L,Manual,Petrol,9000.0,5.0,5.0,Sensor Malfunction,0,19,2018-05-19,2,570.0,6.0,2018-05-20,8.554.598.885.139.320
4951,Honda,Jazz,34_11,2018,5,Silver,2003.0,Hatchback,92500,1.4L,Automatic,Petrol,1790.0,5.0,5.0,Tyre Alignment,0,11,2018-05-11,1,-10.179,0.5,2018-05-11,1.698.819.866.553.520
6035,Citroen,C4 Picasso,18_14,2018,5,Grey,2007.0,MPV,96000,2.0L,Automatic,Diesel,2000.0,5.0,5.0,Brake Pads Worn,0,10,2018-05-10,2,81.0,4.0,2018-05-11,18.948.297.774.232.800
44652,Ford,B-Max,29_1,2018,7,Blue,2012.0,MPV,20700,1.6L,Automatic,Petrol,5850.0,5.0,5.0,Alternator Failing,0,28,2018-07-28,1,157.0,2.0,2018-07-28,5.554.530.997.919.710
35793,Ford,Mondeo,29_27,2018,8,Black,2011.0,Estate,217000,2.0L,Manual,still_Diesel_but_you_found_an_easteregg,2989.0,5.0,5.0,Warning Light,0,10,2018-08-10,1,209.89,9.0,2018-08-12,2.843.448.938.558.980
32717,Honda,CR-V,34_3,2018,8,Black,2014.0,SUV,16625,2.0L,Manual,Petrol,13697.0,5.0,5.0,Gear Box Issue,0,7,2018-08-07,1,8.615.508.680.769.110,6.092.860.600.441.430,2018-08-09,13.007.856.208.004.500
46864,Citroen,C4,18_12,2018,8,Silver,2013.0,Hatchback,43000,1.6L,Manual,Diesel,5795.0,5.0,5.0,Steering Wheel Shaking,0,17,2018-08-17,2,45.795,2.0,2018-08-17,5.501.924.390.939.050
44214,Honda,Civic,34_2,2018,8,Black,2004.0,Hatchback,82000,1.4L,Manual,Petrol,1390.0,5.0,5.0,Windscreen Crack,0,23,2018-08-23,1,20.834,1.0,2018-08-23,13.171.740.067.002.400
38571,Ford,Focus,29_14,2018,5,Gelb,2007.0,Estate,145000,1.6L,Manual,Diesel,1000.0,5.0,5.0,Tyre Alignment,0,21,2018-05-21,1,10.1,0.5,2018-05-21,9.610.599.092.581.030
5877,Citroen,C3,18_8,2021,6,Black,2019.0,Hatchback,38433,1.5L,Manual,Diesel,9490.0,5.0,5.0,Steering Wheel Shaking,0,6,2021-06-06,2,49.49,2.0,2021-06-06,9.020.593.984.247.550
21584,Ford,Kuga,29_25,2018,7,White,2015.0,SUV,37000,2.0L,Manual,Diesel,11990.0,5.0,5.0,Gear Box Issue,0,22,2018-07-22,1,159.9,2.0,2018-07-22,1.139.051.915.574.360
15770,Fiat,Grande Punto,28_15,2018,5,Orange,2006.0,Hatchback,54000,1.2L,Manual,Petrol,1750.0,5.0,3.0,Windscreen Crack,0,3,2018-05-03,1,21.05,1.0,2018-05-03,16.590.822.461.182.700
36655,Ford,C-Max,29_2,2018,4,White,2013.0,MPV,60000,2.0L,Manual,still_Diesel_but_you_found_an_easteregg,7699.0,5.0,5.0,Electrical Issue,1,17,2018-04-17,1,47.699,2.0,2018-04-17,73.142.390.192.310.800
19212,Dacia,Duster,22_1,2017,4,Grey,2017.0,SUV,9000,1.5L,Manual,Diesel,13995.0,5.0,5.0,Gear Box Issue,0,23,2017-04-23,1,17.995.000.000.000.000,2.0,2017-04-23,13.302.042.594.689.000
33211,Fiat,500,28_2,2018,7,Grey,2010.0,Hatchback,87000,1.3L,Manual,Diesel,3695.0,4.0,3.0,Excessive Emissions,0,6,2018-07-06,1,233.255,1.0,2018-07-06,3.515.277.988.915.870
34643,Ford,Transit Custom,29_38,2021,4,Blue,2019.0,Combi Van,29843,2.0L,Manual,Diesel,31194.0,6.0,6.0,Transmission Issue,1,1,2021-04-01,1,173.582,4.0,2021-04-02,2.963.245.371.831.270
50203,Ford,Focus C-Max,29_15,2018,3,Blue,2005.0,MPV,98000,1.6L,Manual,Petrol,1195.0,5.0,5.0,Windscreen Crack,0,10,2018-03-10,1,20.717,1.0,2018-03-10,1.144.286.101.915.190
21528,Citroen,DS3,21_1,2018,3,Blue,2014.0,Hatchback,38000,1.6L,Manual,Diesel,6800.0,5.0,3.0,Windscreen Crack,0,16,2018-03-16,2,44.08,2.0,2018-03-16,6.452.513.554.234.890
19155,Citroen,Grand C4 Picasso,18_24,2018,7,Grey,2018.0,MPV,2,1.6L,Manual,Diesel,18000.0,5.0,5.0,Sensor Malfunction,0,18,2018-07-18,2,1020.0,6.0,2018-07-19,1.709.460.521.967.750
11681,Ford,Focus,29_14,2018,8,Red,2014.0,Hatchback,30000,1.0L,Manual,Petrol,7490.0,5.0,5.0,Excessive Emissions,0,10,2018-08-10,1,26.741,1.0,2018-08-10,7.116.945.205.960.940
4753,Honda,CR-V,34_3,2018,6,Bronze,2017.0,SUV,4760,2.0L,Automatic,Petrol,24000.0,5.0,5.0,Sensor Malfunction,0,28,2018-06-28,1,1260.0,3.0,2018-06-28,2.280.007.430.698.670
13935,Bentley,Continental,10_5,2018,8,Grey,2017.0,Coupe,6418,4.0L,Automatic,Petrol,119000.0,4.0,2.0,Transmission Issue,1,26,2018-08-26,3,597.0,12.0,2018-08-29,11.304.886.874.062.200
19794,Ford,Ranger,29_30,2018,8,Gelb,2018.0,Pickup,107,3.2L,Automatic,Diesel,34247.0,5.0,4.0,Windscreen Crack,0,25,2018-08-25,1,405.482,1.0,2018-08-25,3.253.303.541.687.390
34446,Ford,EcoSport,29_4,2018,5,White,2014.0,SUV,15758,1.0L,Manual,Petrol,9999.0,5.0,5.0,Tyre Alignment,0,26,2018-05-26,1,10.9999,0.5,2018-05-26,9.501.812.906.192.500
11911,Ford,Edge,29_5,2018,8,Black,2017.0,SUV,13261,2.0L,Automatic,Diesel,29994.0,5.0,5.0,Excessive Emissions,0,17,2018-08-17,1,469.946,1.0,2018-08-17,2.849.026.759.457.900
29394,Ford,Focus,29_14,2018,5,Gelb,2015.0,Hatchback,24234,2.0L,Manual,Diesel,15411.0,5.0,5.0,Steering Wheel Shaking,0,16,2018-05-16,1,35.411,1.0,2018-05-16,14.641.466.312.154.400
38249,Honda,CR-V,34_3,2018,2,Silver,2007.0,SUV,99000,2.0L,Manual,Petrol,3999.0,5.0,5.0,Transmission Issue,2,24,2018-02-24,1,87.993,3.0,2018-02-24,3.797.245.668.648.500
9061,Fiat,500,28_2,2018,7,Pink,2015.0,Hatchback,20361,1.2L,Manual,Petrol,7239.0,4.0,3.0,Warning Light,0,25,2018-07-25,1,252.39,9.0,2018-07-27,6.873.119.155.533.070
20415,Dacia,Sandero Stepway,22_4,2018,5,Gelb,2015.0,Hatchback,11800,0.9L,Manual,Petrol,6185.0,5.0,5.0,Brake Pads Worn,0,24,2018-05-24,1,430.925,2.0,2018-05-24,5.869.534.125.271.960
19655,Dacia,Duster,22_1,2021,5,Orange,2019.0,SUV,8330,1.6L,Manual,Petrol,13250.0,5.0,5.0,Electrical Issue,2,19,2021-05-19,1,36.5,0.5,2021-05-19,12.579.479.729.267.500
23367,Ford,C-Max,29_2,2018,8,Grey,2007.0,MPV,94000,2.0L,Automatic,Petrol,2000.0,5.0,5.0,Brake Pads Worn,0,13,2018-08-13,1,-41.0,2.0,2018-08-13,1.904.294.386.847.810
2662,Honda,FR-V,34_7,2018,8,Grey,2007.0,MPV,89500,1.8L,Manual,Petrol,3895.0,6.0,5.0,Flat Tyres,0,24,2018-08-24,1,211.685,1.0,2018-08-24,3.693.196.251.750.690
18594,Ford,Edge,29_5,2018,7,Orange,2017.0,Wood,5,2.0L,Automatic,Diesel,35415.0,5.0,5.0,Brake Pads Worn,0,15,2018-07-15,1,577.075,2.0,2018-07-15,3.364.413.025.723.020
9026,Ford,Kuga,29_25,2018,5,Blue,2016.0,SUV,19833,2.0L,Manual,Diesel,15493.0,5.0,5.0,Warning Light,0,9,2018-05-09,1,191.259.675.174.338,11.799.799.216.212.200,2018-06-02,1.472.067.693.588.460
47584,Fiat,500X,28_5,2018,8,Red,2016.0,SUV,26301,1.6L,Manual,Petrol,9495.0,5.0,5.0,Flat Tyres,0,5,2018-08-05,1,228.485,1.0,2018-08-05,9.012.838.866.698.900
46658,Ford,C-Max,29_2,2018,5,Black,2010.0,MPV,55000,1.6L,Manual,Petrol,4687.0,5.0,5.0,Alternator Failing,0,11,2018-05-11,1,7.854.593.551.994.910,5.213.242.152.580.340,2018-05-21,4.444.877.049.318.030
40323,Ford,Kuga,29_25,2018,3,Grey,2017.0,SUV,12583,1.5L,Manual,Diesel,16330.0,5.0,5.0,Windscreen Crack,0,10,2018-03-10,1,29.798,1.0,2018-03-10,15.506.157.616.650.100
17537,Ford,Mondeo,29_27,2018,6,Black,2016.0,Hatchback,87000,2.0L,Automatic,Diesel,10990.0,5.0,5.0,Flat Tyres,0,1,2018-06-01,1,23.297,1.0,2018-06-01,1.043.381.972.292.330
19686,Ford,Ka,29_23,2018,6,Green,2004.0,Hatchback,54500,1.3L,Manual,Petrol,590.0,5.0,3.0,Engine Issue,1,16,2018-06-16,1,278.0,8.0,2018-06-18,5.570.960.065.385.280
4821,DS,4 Crossback,21_4,2017,5,Purple,2016.0,Hatchback,9899,1.6L,Manual,Diesel,13490.0,5.0,5.0,Alternator Failing,0,4,2017-05-04,2,349.8,4.0,2017-05-05,12.810.692.601.021.900
41017,Ford,Fiesta,29_13,2021,6,Orange,2019.0,Hatchback,2800,1.5L,Manual,Petrol,22450.0,5.0,3.0,Steering Wheel Shaking,0,19,2021-06-19,1,42.45,1.0,2021-06-19,2.133.180.063.876.190
23222,Citroen,DS3,21_1,2018,4,Silver,2013.0,Hatchback,39000,1.6L,Manual,Diesel,6290.0,4.0,3.0,Sensor Malfunction,0,13,2018-04-13,2,434.5,6.0,2018-04-14,5.974.103.917.216.550
34380,Honda,CR-V,34_3,2018,6,Grey,2017.0,SUV,12747,2.0L,Automatic,Petrol,26948.0,5.0,5.0,Sensor Malfunction,0,17,2018-06-17,1,1407.4,3.0,2018-06-17,25.597.726.591.053.400
10248,Ford,Focus C-Max,29_15,2018,5,Silver,2006.0,MPV,82717,1.6L,Manual,Petrol,990.0,5.0,5.0,Excessive Emissions,0,21,2018-05-21,1,20.891,1.0,2018-05-21,9.435.341.120.908.410
43952,Ford,Focus,29_14,2018,6,Black,2006.0,Estate,130000,2.0L,Manual,still_Diesel_but_you_found_an_easteregg,1250.0,5.0,5.0,Electrical Issue,2,14,2018-06-14,1,12.5,0.5,2018-06-14,11.866.695.691.448.100
21624,Citroen,C3 Picasso,18_10,2018,3,Black,2011.0,MPV,70000,1.6L,Manual,Diesel,3994.0,5.0,5.0,Transmission Issue,3,12,2018-03-12,2,355.946,16.0,2018-03-16,379.263.295.833.233
48920,Chrysler,Grand Voyager,17_4,2018,4,Gelb,2014.0,MPV,73000,2.8L,Automatic,Diesel,19995.0,7.0,5.0,Tyre Alignment,0,20,2018-04-20,3,-319.995,1.5,2018-04-20,19.006.852.849.186.500
16014,Citroen,Grand C4 Picasso,18_24,2018,4,Red,2011.0,MPV,72000,1.6L,Automatic,still_Diesel_but_you_found_an_easteregg,4495.0,7.0,5.0,Brake Pads Worn,0,12,2018-04-12,2,822.475,4.0,2018-04-13,4.267.053.935.163.240
1002,Citroen,Berlingo,18_2,2018,4,Silver,2014.0,MPV,34500,1.6L,Manual,Diesel,9500.0,5.0,5.0,Electrical Issue,1,9,2018-04-09,2,89.5,4.0,2018-04-10,902.304.538.709.902
804,Fiat,500,28_2,2018,6,White,2009.0,Hatchback,36000,1.2L,Manual,Petrol,4495.0,4.0,3.0,Gear Box Issue,0,7,2018-06-07,1,84.95,2.0,2018-06-07,4.272.364.202.823.650
20860,Ford,Kuga,29_25,2018,8,Brown,2015.0,SUV,20522,2.0L,Manual,Diesel,13200.0,5.0,5.0,Starter Motor Issue,0,5,2018-08-05,1,192.0,3.0,2018-08-05,12.547.571.142.719.500
37103,Citroen,DS3,21_1,2018,1,Red,2016.0,Hatchback,14946,1.2L,Manual,Petrol,9641.0,13.0,0.0,Alternator Failing,0,13,2018-01-13,2,272.82,4.0,2018-01-14,9.154.623.865.553.520
28309,Fiat,Panda,28_18,2018,5,Black,2006.0,Hatchback,40213,1.2L,Automatic,Petrol,1490.0,15.0,0.0,Alternator Failing,0,10,2018-05-10,1,-69.8,2.0,2018-05-10,14.165.526.958.222.500
28012,Ford,Ka,29_23,2018,5,Black,2001.0,Hatchback,72000,1.3L,Manual,Petrol,650.0,4.0,3.0,Flat Tyres,0,18,2018-05-18,1,20.195,1.0,2018-05-18,6.168.182.757.543.610
2264,Citroen,C4 Cactus,18_13,2018,5,Black,2017.0,Hatchback,18333,1.6L,Manual,Diesel,9898.0,5.0,5.0,Electrical Issue,2,11,2018-05-11,2,39.796,1.0,2018-05-11,9.403.443.554.607.520
